id,label,topic,text,length_chars,length_words,quality_score,sentiment,source_detail,timestamp,plagiarism_score,notes,clean_text,prediction,prediction_label
146,human,finance,"After trying several approaches related to finance, I noticed it can be optimized with simple heuristics. privacy concerns remain a top challenge",145,22,2.04,-0.35,author_67,11/27/2023 8:12,0.121,personal_tone,"After trying several approaches related to finance, I noticed it can be optimized with simple heuristics. privacy concerns remain a top challenge",human,
274,human,sports,"In my experience, sports often leads to the community response has been overwhelmingly positive.",96,14,4.4,0.58,author_29,8/14/2024 23:42,0.265,,"In my experience, sports often leads to the community response has been overwhelmingly positive.",human,
428,human,science,My personal opinion on science is that it can be optimized with simple heuristics. Community feedback will shape future developments.,133,20,3.94,0.54,author_51,5/7/2024 20:21,0.069,,My personal opinion on science is that it can be optimized with simple heuristics. Community feedback will shape future developments.,human,
473,ai,education,This article discusses education and highlights that privacy concerns remain a top challenge.,93,13,3.66,-0.4,llama-3-small,4/12/2025 17:02,0.015,,This article discusses education and highlights that privacy concerns remain a top challenge.,ai,
347,ai,food,Research-style summary on food suggests it improves efficiency significantly. it improves efficiency significantly,114,13,3.93,-0.01,llama-3-small,7/14/2024 3:05,0.046,,Research-style summary on food suggests it improves efficiency significantly. it improves efficiency significantly,ai,
363,human,science,"After trying several approaches related to science, I noticed it can be optimized with simple heuristics.",105,16,4.57,0.49,author_28,4/21/2025 10:19,0.332,personal_tone,"After trying several approaches related to science, I noticed it can be optimized with simple heuristics.",human,
43,human,education,"In my experience, education often leads to there are trade-offs to consider.",76,12,2.96,-0.29,author_75,3/6/2024 14:10,0.317,,"In my experience, education often leads to there are trade-offs to consider.",human,
161,human,lifestyle,"As someone who follows lifestyle, I believe there are trade-offs to consider. This could change as new data becomes available.",126,20,2.95,-0.29,author_95,5/28/2024 22:15,0.322,personal_tone,"As someone who follows lifestyle, I believe there are trade-offs to consider. This could change as new data becomes available.",human,
446,human,science,"In my experience, science often leads to there are trade-offs to consider.",74,12,4.57,-0.23,author_6,7/4/2024 14:24,0.344,,"In my experience, science often leads to there are trade-offs to consider.",human,
482,human,technology,My personal opinion on technology is that privacy concerns remain a top challenge. This could change as new data becomes available.,131,21,2.32,0.45,author_49,2/8/2024 22:45,0.111,,My personal opinion on technology is that privacy concerns remain a top challenge. This could change as new data becomes available.,human,
438,human,food,"As someone who follows food, I believe it can be optimized with simple heuristics. Implementation details matter a lot here.",124,20,3.87,0.71,author_74,12/3/2024 8:16,0.146,personal_tone,"As someone who follows food, I believe it can be optimized with simple heuristics. Implementation details matter a lot here.",human,
405,human,science,"As someone who follows science, I believe the community response has been overwhelmingly positive. This could change as new data becomes available.",147,22,4.4,-0.42,author_57,2/25/2025 9:03,0.135,personal_tone,"As someone who follows science, I believe the community response has been overwhelmingly positive. This could change as new data becomes available.",human,
329,human,travel,My personal opinion on travel is that it can be optimized with simple heuristics.,81,14,1.97,0.02,author_90,12/17/2024 18:39,0.105,,My personal opinion on travel is that it can be optimized with simple heuristics.,human,
176,human,lifestyle,"As someone who follows lifestyle, I believe privacy concerns remain a top challenge. Community feedback will shape future developments.",135,19,3.88,0.48,author_58,5/15/2024 3:18,0.315,personal_tone,"As someone who follows lifestyle, I believe privacy concerns remain a top challenge. Community feedback will shape future developments.",human,
413,ai,entertainment,Research-style summary on entertainment suggests it improves efficiency significantly.,86,9,2.55,0.69,gpt-4o-mini,3/5/2025 22:34,0.036,,Research-style summary on entertainment suggests it improves efficiency significantly.,ai,
359,ai,sports,Research-style summary on sports suggests costs can vary greatly depending on implementation.,93,12,3.79,-0.04,llama-3-small,7/18/2025 8:06,0.077,,Research-style summary on sports suggests costs can vary greatly depending on implementation.,ai,
230,ai,sports,A concise overview of sports: it can be optimized with simple heuristics. I would love to hear others' thoughts on this.,120,21,4.37,0.44,bloomz-7b,6/17/2025 13:26,0.068,,A concise overview of sports: it can be optimized with simple heuristics. I would love to hear others' thoughts on this.,ai,
479,human,lifestyle,My personal opinion on lifestyle is that it can be optimized with simple heuristics.,84,14,1.82,0.63,author_82,6/27/2025 21:08,0.316,,My personal opinion on lifestyle is that it can be optimized with simple heuristics.,human,
229,human,sports,My personal opinion on sports is that it improves efficiency significantly. the results are promising but preliminary,117,17,2.01,-0.12,author_74,9/11/2023 14:17,0.171,,My personal opinion on sports is that it improves efficiency significantly. the results are promising but preliminary,human,
101,ai,finance,This article discusses finance and highlights that the community response has been overwhelmingly positive. I would love to hear others' thoughts on this. costs can vary greatly depending on implementation,205,30,4.53,0.23,gpt-4o-mini,8/23/2024 20:26,0.084,,This article discusses finance and highlights that the community response has been overwhelmingly positive. I would love to hear others' thoughts on this. costs can vary greatly depending on implementation,ai,
404,ai,travel,Analysis indicates that travel is associated with the community response has been overwhelmingly positive.,106,14,3.33,0.67,bloomz-7b,9/1/2025 5:19,0.008,,Analysis indicates that travel is associated with the community response has been overwhelmingly positive.,ai,
54,ai,finance,The following summary on finance shows the community response has been overwhelmingly positive.,95,13,3.2,0.29,claude-2,6/20/2025 10:03,0.083,,The following summary on finance shows the community response has been overwhelmingly positive.,ai,
228,ai,science,Research-style summary on science suggests it requires more data for conclusive evidence.,89,12,4.26,-0.17,gpt-4o-mini,10/1/2023 18:43,0.148,,Research-style summary on science suggests it requires more data for conclusive evidence.,ai,
467,ai,science,A concise overview of science: it improves efficiency significantly.,68,9,3.35,0.13,llama-3-small,6/13/2025 19:03,0.047,,A concise overview of science: it improves efficiency significantly.,ai,
499,human,health,My personal opinion on health is that users report a mixed set of outcomes.,75,14,1.76,0.08,author_86,10/11/2023 15:32,0.242,,My personal opinion on health is that users report a mixed set of outcomes.,human,
155,ai,sports,This article discusses sports and highlights that costs can vary greatly depending on implementation.,101,14,2.99,0.23,claude-2,3/17/2023 14:03,0.076,,This article discusses sports and highlights that costs can vary greatly depending on implementation.,ai,
252,human,technology,I recently experienced technology in my day-to-day life and found that it can be optimized with simple heuristics. This could change as new data becomes available.,163,26,3.93,-0.59,author_49,12/10/2023 0:03,0.266,personal_tone,I recently experienced technology in my day-to-day life and found that it can be optimized with simple heuristics. This could change as new data becomes available.,human,
159,ai,technology,Analysis indicates that technology is associated with costs can vary greatly depending on implementation.,105,14,3.96,0.6,bloomz-7b,1/12/2025 22:54,0.004,,Analysis indicates that technology is associated with costs can vary greatly depending on implementation.,ai,
272,ai,lifestyle,Research-style summary on lifestyle suggests the results are promising but preliminary. Implementation details matter a lot here. there are trade-offs to consider the results are promising but preliminary costs can vary greatly depending on implementation,255,35,4.96,-0.35,llama-3-small,6/25/2025 3:13,0.123,,Research-style summary on lifestyle suggests the results are promising but preliminary. Implementation details matter a lot here. there are trade-offs to consider the results are promising but preliminary costs can vary greatly depending on implementation,ai,
45,human,entertainment,My personal opinion on entertainment is that the results are promising but preliminary. it can be optimized with simple heuristics users report a mixed set of outcomes,167,27,4.44,0.78,author_51,9/29/2024 19:26,0.009,,My personal opinion on entertainment is that the results are promising but preliminary. it can be optimized with simple heuristics users report a mixed set of outcomes,human,
114,ai,lifestyle,Analysis indicates that lifestyle is associated with adoption increases with better education.,94,12,2.88,-0.5,llama-3-small,3/28/2024 22:59,0.045,,Analysis indicates that lifestyle is associated with adoption increases with better education.,ai,
319,ai,finance,Research-style summary on finance suggests privacy concerns remain a top challenge. Further investigation is warranted.,119,15,3.67,0.14,llama-3-small,6/19/2023 2:43,0.113,,Research-style summary on finance suggests privacy concerns remain a top challenge. Further investigation is warranted.,ai,
212,ai,travel,A concise overview of travel: there are trade-offs to consider. the results are promising but preliminary it requires more data for conclusive evidence,151,23,4.15,0.47,claude-2,3/19/2025 13:43,0.011,,A concise overview of travel: there are trade-offs to consider. the results are promising but preliminary it requires more data for conclusive evidence,ai,
109,human,finance,"After trying several approaches related to finance, I noticed it can be optimized with simple heuristics.",105,16,4.42,0.61,author_6,3/15/2023 14:27,0.302,personal_tone,"After trying several approaches related to finance, I noticed it can be optimized with simple heuristics.",human,
170,ai,travel,This article discusses travel and highlights that the results are promising but preliminary.,92,13,4.12,0.48,claude-2,1/15/2023 12:16,0.119,,This article discusses travel and highlights that the results are promising but preliminary.,ai,
80,human,finance,I recently experienced finance in my day-to-day life and found that users report a mixed set of outcomes.,105,18,3.89,0.15,author_82,8/20/2024 5:12,0.081,personal_tone,I recently experienced finance in my day-to-day life and found that users report a mixed set of outcomes.,human,
472,human,sports,I recently experienced sports in my day-to-day life and found that it improves efficiency significantly.,104,15,3.59,0.29,author_40,5/6/2025 16:13,0.216,personal_tone,I recently experienced sports in my day-to-day life and found that it improves efficiency significantly.,human,
85,human,travel,I recently experienced travel in my day-to-day life and found that the community response has been overwhelmingly positive.,123,18,1.82,-0.16,author_17,2/4/2025 15:07,0.061,personal_tone,I recently experienced travel in my day-to-day life and found that the community response has been overwhelmingly positive.,human,
9,human,sports,I recently experienced sports in my day-to-day life and found that adoption increases with better education.,108,16,3.14,-0.22,author_15,7/20/2024 0:25,0.238,personal_tone,I recently experienced sports in my day-to-day life and found that adoption increases with better education.,human,
33,ai,lifestyle,This article discusses lifestyle and highlights that privacy concerns remain a top challenge.,93,13,3.14,0.46,claude-2,1/2/2023 18:55,0.139,,This article discusses lifestyle and highlights that privacy concerns remain a top challenge.,ai,
100,human,sports,"As someone who follows sports, I believe the community response has been overwhelmingly positive.",97,14,2.9,0.49,author_33,11/17/2023 15:32,0.109,personal_tone,"As someone who follows sports, I believe the community response has been overwhelmingly positive.",human,
436,human,technology,"After trying several approaches related to technology, I noticed the results are promising but preliminary.",107,15,4.11,-0.57,author_39,12/1/2024 12:48,0.124,personal_tone,"After trying several approaches related to technology, I noticed the results are promising but preliminary.",human,
412,ai,food,Analysis indicates that food is associated with the community response has been overwhelmingly positive.,104,14,4.65,-0.36,llama-3-small,6/27/2024 5:38,0.067,,Analysis indicates that food is associated with the community response has been overwhelmingly positive.,ai,
223,ai,lifestyle,Analysis indicates that lifestyle is associated with it improves efficiency significantly.,90,11,2.99,-0.02,bloomz-7b,7/29/2024 18:24,0.098,,Analysis indicates that lifestyle is associated with it improves efficiency significantly.,ai,
29,ai,science,Research-style summary on science suggests it can be optimized with simple heuristics.,86,12,3.09,-0.36,gpt-4o-mini,3/30/2025 6:26,0.132,,Research-style summary on science suggests it can be optimized with simple heuristics.,ai,
288,ai,travel,This article discusses travel and highlights that costs can vary greatly depending on implementation.,101,14,3.28,0.66,gpt-5-base,5/28/2025 3:34,0.146,,This article discusses travel and highlights that costs can vary greatly depending on implementation.,ai,
395,human,health,"After trying several approaches related to health, I noticed the community response has been overwhelmingly positive. Implementation details matter a lot here.",159,22,4.99,-0.44,author_50,9/24/2024 5:39,0.03,personal_tone,"After trying several approaches related to health, I noticed the community response has been overwhelmingly positive. Implementation details matter a lot here.",human,
56,ai,education,The following summary on education shows it can be optimized with simple heuristics.,84,13,3.68,0.2,bloomz-7b,3/11/2024 20:02,0.05,,The following summary on education shows it can be optimized with simple heuristics.,ai,
475,ai,entertainment,This article discusses entertainment and highlights that it improves efficiency significantly.,94,11,3.65,-0.34,gpt-5-base,2/25/2025 12:41,0.091,,This article discusses entertainment and highlights that it improves efficiency significantly.,ai,
485,ai,lifestyle,A concise overview of lifestyle: users report a mixed set of outcomes.,70,12,3.63,-0.07,claude-2,7/10/2023 15:27,0.091,,A concise overview of lifestyle: users report a mixed set of outcomes.,ai,
411,ai,food,Analysis indicates that food is associated with users report a mixed set of outcomes.,85,14,3.59,-0.16,gpt-5-base,12/14/2024 17:50,0.028,,Analysis indicates that food is associated with users report a mixed set of outcomes.,ai,
49,ai,finance,Research-style summary on finance suggests adoption increases with better education.,84,10,4.44,-0.35,llama-3-small,11/15/2023 3:56,0.087,,Research-style summary on finance suggests adoption increases with better education.,ai,
474,ai,entertainment,The following summary on entertainment shows the results are promising but preliminary. Community feedback will shape future developments.,138,18,3.41,-0.32,llama-3-small,7/28/2025 12:01,0.118,,The following summary on entertainment shows the results are promising but preliminary. Community feedback will shape future developments.,ai,
355,ai,finance,Research-style summary on finance suggests the community response has been overwhelmingly positive.,99,12,3.76,0.39,claude-2,5/18/2025 22:21,0.103,,Research-style summary on finance suggests the community response has been overwhelmingly positive.,ai,
34,human,food,I recently experienced food in my day-to-day life and found that it can be optimized with simple heuristics.,108,18,3.68,0.4,author_86,5/8/2023 10:56,0.177,personal_tone,I recently experienced food in my day-to-day life and found that it can be optimized with simple heuristics.,human,
36,ai,science,Analysis indicates that science is associated with it improves efficiency significantly.,88,11,3.95,0.38,gpt-5-base,4/21/2024 16:05,0.066,,Analysis indicates that science is associated with it improves efficiency significantly.,ai,
64,ai,health,The following summary on health shows privacy concerns remain a top challenge.,78,12,4.57,-0.49,claude-2,6/19/2023 11:11,0.089,,The following summary on health shows privacy concerns remain a top challenge.,ai,
400,ai,education,Research-style summary on education suggests it can be optimized with simple heuristics.,88,12,4.29,0.37,gpt-4o-mini,4/28/2025 13:46,0.033,,Research-style summary on education suggests it can be optimized with simple heuristics.,ai,
308,ai,travel,Research-style summary on travel suggests privacy concerns remain a top challenge. I would love to hear others' thoughts on this.,129,20,4.13,-0.57,bloomz-7b,12/7/2024 4:12,0.063,,Research-style summary on travel suggests privacy concerns remain a top challenge. I would love to hear others' thoughts on this.,ai,
235,human,sports,I recently experienced sports in my day-to-day life and found that there are trade-offs to consider. Implementation details matter a lot here. the results are promising but preliminary privacy concerns remain a top challenge the community response has been overwhelmingly positive,280,41,1.53,0.44,author_55,4/16/2025 4:23,0.346,personal_tone,I recently experienced sports in my day-to-day life and found that there are trade-offs to consider. Implementation details matter a lot here. the results are promising but preliminary privacy concerns remain a top challenge the community response has been overwhelmingly positive,human,
490,ai,technology,Research-style summary on technology suggests the community response has been overwhelmingly positive. I would love to hear others' thoughts on this.,149,21,3.23,0.51,gpt-5-base,1/28/2023 10:26,0.073,,Research-style summary on technology suggests the community response has been overwhelmingly positive. I would love to hear others' thoughts on this.,ai,
46,human,health,"As someone who follows health, I believe it can be optimized with simple heuristics.",84,14,2.41,-0.11,author_49,4/10/2024 11:54,0.118,personal_tone,"As someone who follows health, I believe it can be optimized with simple heuristics.",human,
304,human,finance,"In my experience, finance often leads to adoption increases with better education.",82,12,4.88,-0.03,author_48,2/8/2023 19:26,0.07,,"In my experience, finance often leads to adoption increases with better education.",human,
178,human,lifestyle,I recently experienced lifestyle in my day-to-day life and found that there are trade-offs to consider.,103,16,3.39,-0.51,author_61,7/4/2025 2:30,0.345,personal_tone,I recently experienced lifestyle in my day-to-day life and found that there are trade-offs to consider.,human,
220,ai,entertainment,Analysis indicates that entertainment is associated with privacy concerns remain a top challenge.,97,13,3.97,-0.08,llama-3-small,5/15/2025 16:40,0.093,,Analysis indicates that entertainment is associated with privacy concerns remain a top challenge.,ai,
383,ai,lifestyle,Research-style summary on lifestyle suggests it improves efficiency significantly.,82,9,3.43,-0.13,bloomz-7b,7/8/2025 20:55,0.13,,Research-style summary on lifestyle suggests it improves efficiency significantly.,ai,
297,ai,travel,The following summary on travel shows the results are promising but preliminary.,80,12,2.64,0.69,llama-3-small,4/9/2025 21:50,0.061,,The following summary on travel shows the results are promising but preliminary.,ai,
22,human,sports,"After trying several approaches related to sports, I noticed adoption increases with better education.",102,14,2.21,0.47,author_86,9/2/2023 9:40,0.139,personal_tone,"After trying several approaches related to sports, I noticed adoption increases with better education.",human,
249,ai,education,The following summary on education shows costs can vary greatly depending on implementation.,92,13,3.18,-0.48,gpt-4o-mini,1/17/2024 4:20,0.075,,The following summary on education shows costs can vary greatly depending on implementation.,ai,
310,human,sports,"After trying several approaches related to sports, I noticed there are trade-offs to consider. there are trade-offs to consider",127,19,3.24,0.31,author_26,3/7/2025 9:34,0.291,personal_tone,"After trying several approaches related to sports, I noticed there are trade-offs to consider. there are trade-offs to consider",human,
200,human,education,"After trying several approaches related to education, I noticed the results are promising but preliminary. it requires more data for conclusive evidence",152,22,4.65,0.25,author_41,2/3/2023 6:31,0.325,personal_tone,"After trying several approaches related to education, I noticed the results are promising but preliminary. it requires more data for conclusive evidence",human,
138,ai,lifestyle,Analysis indicates that lifestyle is associated with it can be optimized with simple heuristics.,96,14,2.64,0.41,gpt-5-base,2/20/2024 13:13,0.077,,Analysis indicates that lifestyle is associated with it can be optimized with simple heuristics.,ai,
25,ai,health,Analysis indicates that health is associated with users report a mixed set of outcomes. I would love to hear others' thoughts on this.,134,23,2.89,-0.18,llama-3-small,8/4/2023 12:29,0.031,,Analysis indicates that health is associated with users report a mixed set of outcomes. I would love to hear others' thoughts on this.,ai,
185,human,travel,"After trying several approaches related to travel, I noticed users report a mixed set of outcomes. This could change as new data becomes available.",147,24,3.45,0.29,author_55,1/22/2025 6:22,0.219,personal_tone,"After trying several approaches related to travel, I noticed users report a mixed set of outcomes. This could change as new data becomes available.",human,
206,ai,health,This article discusses health and highlights that it improves efficiency significantly. costs can vary greatly depending on implementation it can be optimized with simple heuristics it improves efficiency significantly,218,29,3.23,-0.02,gpt-5-base,3/28/2023 20:22,0.136,,This article discusses health and highlights that it improves efficiency significantly. costs can vary greatly depending on implementation it can be optimized with simple heuristics it improves efficiency significantly,ai,
135,human,travel,I recently experienced travel in my day-to-day life and found that costs can vary greatly depending on implementation.,118,18,1.94,-0.05,author_50,6/29/2025 14:33,0.26,personal_tone,I recently experienced travel in my day-to-day life and found that costs can vary greatly depending on implementation.,human,
300,ai,science,Analysis indicates that science is associated with users report a mixed set of outcomes.,88,14,3.06,0.71,claude-2,3/6/2024 12:03,0.056,,Analysis indicates that science is associated with users report a mixed set of outcomes.,ai,
117,ai,science,This article discusses science and highlights that users report a mixed set of outcomes.,88,14,4.59,0.87,gpt-4o-mini,3/28/2023 18:22,0.097,,This article discusses science and highlights that users report a mixed set of outcomes.,ai,
213,ai,lifestyle,Research-style summary on lifestyle suggests it can be optimized with simple heuristics.,88,12,4.23,0.22,claude-2,3/20/2025 13:05,0.105,,Research-style summary on lifestyle suggests it can be optimized with simple heuristics.,ai,
453,ai,technology,A concise overview of technology: the community response has been overwhelmingly positive.,90,12,2.51,0.72,bloomz-7b,9/1/2023 7:53,0.088,,A concise overview of technology: the community response has been overwhelmingly positive.,ai,
430,ai,food,The following summary on food shows costs can vary greatly depending on implementation.,87,13,2.56,-0.14,bloomz-7b,12/25/2023 22:26,0.123,,The following summary on food shows costs can vary greatly depending on implementation.,ai,
465,human,lifestyle,"In my experience, lifestyle often leads to adoption increases with better education. I would love to hear others' thoughts on this.",131,21,4.13,0.46,author_12,11/19/2023 1:09,0.095,personal_tone,"In my experience, lifestyle often leads to adoption increases with better education. I would love to hear others' thoughts on this.",human,
232,human,entertainment,My personal opinion on entertainment is that it requires more data for conclusive evidence.,91,14,3.52,0.25,author_98,5/11/2024 12:30,0.313,,My personal opinion on entertainment is that it requires more data for conclusive evidence.,human,
218,ai,entertainment,A concise overview of entertainment: the results are promising but preliminary.,79,11,4.14,-0.01,bloomz-7b,1/25/2025 22:21,0.132,,A concise overview of entertainment: the results are promising but preliminary.,ai,
57,ai,travel,The following summary on travel shows it requires more data for conclusive evidence. Further investigation is warranted.,120,17,4.36,0.83,bloomz-7b,12/7/2024 6:44,0.029,,The following summary on travel shows it requires more data for conclusive evidence. Further investigation is warranted.,ai,
462,human,finance,My personal opinion on finance is that the results are promising but preliminary.,81,13,3.18,0.11,author_20,2/6/2023 23:30,0.048,,My personal opinion on finance is that the results are promising but preliminary.,human,
498,ai,travel,This article discusses travel and highlights that the results are promising but preliminary. I would love to hear others' thoughts on this. the results are promising but preliminary adoption increases with better education there are trade-offs to consider,255,38,4.27,-0.42,claude-2,5/26/2025 22:00,0.019,,This article discusses travel and highlights that the results are promising but preliminary. I would love to hear others' thoughts on this. the results are promising but preliminary adoption increases with better education there are trade-offs to consider,ai,
369,human,sports,My personal opinion on sports is that the results are promising but preliminary. adoption increases with better education it requires more data for conclusive evidence,167,25,2.41,0.2,author_88,8/1/2024 13:18,0.214,,My personal opinion on sports is that the results are promising but preliminary. adoption increases with better education it requires more data for conclusive evidence,human,
367,human,sports,"In my experience, sports often leads to privacy concerns remain a top challenge. it can be optimized with simple heuristics the results are promising but preliminary the community response has been overwhelmingly positive",221,33,4.26,-0.03,author_18,8/26/2024 20:58,0.034,,"In my experience, sports often leads to privacy concerns remain a top challenge. it can be optimized with simple heuristics the results are promising but preliminary the community response has been overwhelmingly positive",human,
182,human,education,My personal opinion on education is that the community response has been overwhelmingly positive. Further investigation is warranted.,133,18,4.04,-0.43,author_3,4/8/2025 15:15,0.215,,My personal opinion on education is that the community response has been overwhelmingly positive. Further investigation is warranted.,human,
98,human,technology,"In my experience, technology often leads to the community response has been overwhelmingly positive. the community response has been overwhelmingly positive there are trade-offs to consider there are trade-offs to consider",222,31,2.63,-0.38,author_75,5/10/2023 10:00,0.219,,"In my experience, technology often leads to the community response has been overwhelmingly positive. the community response has been overwhelmingly positive there are trade-offs to consider there are trade-offs to consider",human,
115,human,food,I recently experienced food in my day-to-day life and found that privacy concerns remain a top challenge.,105,17,1.7,0.65,author_12,3/20/2023 23:28,0.302,personal_tone,I recently experienced food in my day-to-day life and found that privacy concerns remain a top challenge.,human,
279,human,travel,"In my experience, travel often leads to there are trade-offs to consider.",73,12,2.89,0.13,author_70,11/7/2024 9:38,0.032,,"In my experience, travel often leads to there are trade-offs to consider.",human,
119,ai,health,This article discusses health and highlights that costs can vary greatly depending on implementation.,101,14,3.13,0.68,llama-3-small,9/14/2025 21:56,0.131,,This article discusses health and highlights that costs can vary greatly depending on implementation.,ai,
378,ai,science,Analysis indicates that science is associated with adoption increases with better education.,92,12,3.91,0.55,bloomz-7b,2/14/2025 12:22,0.144,,Analysis indicates that science is associated with adoption increases with better education.,ai,
171,human,finance,"In my experience, finance often leads to adoption increases with better education.",82,12,1.8,0.4,author_32,7/9/2023 5:07,0.167,,"In my experience, finance often leads to adoption increases with better education.",human,
433,ai,science,Research-style summary on science suggests the community response has been overwhelmingly positive. it improves efficiency significantly it can be optimized with simple heuristics adoption increases with better education,220,28,4.77,0.19,gpt-5-base,9/19/2023 6:12,0.009,,Research-style summary on science suggests the community response has been overwhelmingly positive. it improves efficiency significantly it can be optimized with simple heuristics adoption increases with better education,ai,
55,human,health,"In my experience, health often leads to the results are promising but preliminary.",82,13,3.92,0.37,author_12,5/17/2024 16:19,0.278,,"In my experience, health often leads to the results are promising but preliminary.",human,
177,human,entertainment,"After trying several approaches related to entertainment, I noticed users report a mixed set of outcomes.",105,16,3.46,0.41,author_1,11/12/2023 0:47,0.139,personal_tone,"After trying several approaches related to entertainment, I noticed users report a mixed set of outcomes.",human,
328,human,finance,"In my experience, finance often leads to there are trade-offs to consider.",74,12,2.63,0.72,author_98,3/4/2024 22:10,0.321,,"In my experience, finance often leads to there are trade-offs to consider.",human,
195,human,technology,"As someone who follows technology, I believe it can be optimized with simple heuristics.",88,14,3.98,-0.59,author_80,6/1/2024 16:36,0.131,personal_tone,"As someone who follows technology, I believe it can be optimized with simple heuristics.",human,
199,ai,science,This article discusses science and highlights that the community response has been overwhelmingly positive.,107,14,2.71,0.67,gpt-4o-mini,10/22/2024 12:03,0.085,,This article discusses science and highlights that the community response has been overwhelmingly positive.,ai,
356,human,entertainment,"As someone who follows entertainment, I believe users report a mixed set of outcomes.",85,14,4.55,-0.38,author_6,1/19/2025 17:36,0.329,personal_tone,"As someone who follows entertainment, I believe users report a mixed set of outcomes.",human,
183,human,education,I recently experienced education in my day-to-day life and found that there are trade-offs to consider.,103,16,3.85,0.71,author_30,9/8/2023 1:36,0.141,personal_tone,I recently experienced education in my day-to-day life and found that there are trade-offs to consider.,human,
410,human,finance,"As someone who follows finance, I believe the community response has been overwhelmingly positive.",98,14,3.76,-0.08,author_3,7/2/2025 15:58,0.257,personal_tone,"As someone who follows finance, I believe the community response has been overwhelmingly positive.",human,
104,human,lifestyle,I recently experienced lifestyle in my day-to-day life and found that it requires more data for conclusive evidence. This could change as new data becomes available.,165,26,2.73,-0.33,author_9,5/27/2023 20:37,0.23,personal_tone,I recently experienced lifestyle in my day-to-day life and found that it requires more data for conclusive evidence. This could change as new data becomes available.,human,
221,human,finance,I recently experienced finance in my day-to-day life and found that costs can vary greatly depending on implementation. I would love to hear others' thoughts on this.,166,27,3.93,0.17,author_50,3/4/2024 21:42,0.048,personal_tone,I recently experienced finance in my day-to-day life and found that costs can vary greatly depending on implementation. I would love to hear others' thoughts on this.,human,
131,human,finance,"In my experience, finance often leads to it requires more data for conclusive evidence. This could change as new data becomes available.",136,22,2.96,0.4,author_9,3/29/2023 19:03,0.341,,"In my experience, finance often leads to it requires more data for conclusive evidence. This could change as new data becomes available.",human,
354,human,science,"After trying several approaches related to science, I noticed it requires more data for conclusive evidence.",108,16,3.79,-0.38,author_76,2/6/2024 8:07,0.312,personal_tone,"After trying several approaches related to science, I noticed it requires more data for conclusive evidence.",human,
339,ai,health,The following summary on health shows costs can vary greatly depending on implementation.,89,13,3.33,-0.16,claude-2,8/31/2025 22:30,0.08,,The following summary on health shows costs can vary greatly depending on implementation.,ai,
364,ai,lifestyle,A concise overview of lifestyle: the community response has been overwhelmingly positive. Implementation details matter a lot here.,131,18,4.49,0.63,llama-3-small,7/6/2023 22:41,0.099,,A concise overview of lifestyle: the community response has been overwhelmingly positive. Implementation details matter a lot here.,ai,
61,ai,health,This article discusses health and highlights that the results are promising but preliminary.,92,13,3.99,0.33,bloomz-7b,3/5/2025 19:01,0.057,,This article discusses health and highlights that the results are promising but preliminary.,ai,
95,ai,finance,This article discusses finance and highlights that adoption increases with better education.,92,12,4.97,0.21,gpt-4o-mini,3/28/2025 6:21,0.016,,This article discusses finance and highlights that adoption increases with better education.,ai,
194,ai,entertainment,Analysis indicates that entertainment is associated with users report a mixed set of outcomes. Community feedback will shape future developments.,145,20,4.79,0.21,gpt-4o-mini,10/19/2024 2:08,0.079,,Analysis indicates that entertainment is associated with users report a mixed set of outcomes. Community feedback will shape future developments.,ai,
141,human,finance,"After trying several approaches related to finance, I noticed the community response has been overwhelmingly positive.",118,16,2.42,-0.21,author_37,4/1/2024 7:48,0.349,personal_tone,"After trying several approaches related to finance, I noticed the community response has been overwhelmingly positive.",human,
149,ai,education,A concise overview of education: adoption increases with better education. privacy concerns remain a top challenge it requires more data for conclusive evidence it requires more data for conclusive evidence,206,30,3.71,0.61,gpt-4o-mini,12/2/2024 14:47,0.045,,A concise overview of education: adoption increases with better education. privacy concerns remain a top challenge it requires more data for conclusive evidence it requires more data for conclusive evidence,ai,
203,ai,food,Analysis indicates that food is associated with it improves efficiency significantly.,85,11,3.07,0.23,claude-2,1/20/2024 15:43,0.028,,Analysis indicates that food is associated with it improves efficiency significantly.,ai,
153,ai,science,A concise overview of science: the community response has been overwhelmingly positive.,87,12,2.73,-0.01,llama-3-small,4/13/2024 8:45,0.032,,A concise overview of science: the community response has been overwhelmingly positive.,ai,
338,ai,lifestyle,Analysis indicates that lifestyle is associated with privacy concerns remain a top challenge. This could change as new data becomes available.,142,21,4.89,0.18,claude-2,3/16/2025 18:23,0.024,,Analysis indicates that lifestyle is associated with privacy concerns remain a top challenge. This could change as new data becomes available.,ai,
409,human,finance,I recently experienced finance in my day-to-day life and found that the community response has been overwhelmingly positive.,124,18,4.89,0.54,author_20,3/3/2023 2:10,0.124,personal_tone,I recently experienced finance in my day-to-day life and found that the community response has been overwhelmingly positive.,human,
11,human,travel,"After trying several approaches related to travel, I noticed privacy concerns remain a top challenge. This could change as new data becomes available.",150,23,3.39,0.57,author_63,6/27/2024 0:01,0.21,personal_tone,"After trying several approaches related to travel, I noticed privacy concerns remain a top challenge. This could change as new data becomes available.",human,
